1	260	93.50
1	1927	100.00
1	804	83.05
1	3	82.66
1	1009	79.86
1	2406	83.88
1	1587	79.03
1	3671	91.89
1	2617	77.71
1	3053	95.07
1	2571	93.11
1	1222	94.96
1	2137	89.32
1	1377	75.44
1	2395	83.40
1	2761	100.00
1	2641	74.59
1	2872	92.76
1	1258	92.38
1	2700	91.80
2	333	74.23
2	122882	75.05
2	71535	75.41
2	46970	64.31
2	58559	81.57
2	80489	73.81
3	5764	69.88
3	647	29.13
3	6835	69.88
3	5919	73.04
3	2851	22.00
3	2288	49.73
3	5048	15.02
3	4518	46.67
4	106	69.88
4	1291	75.46
4	3408	60.60
4	265	63.95
4	52	66.28
4	4347	81.04
4	2467	70.66
4	908	84.60
4	345	72.80
4	1304	74.96
4	1923	65.61
4	2959	71.10
4	368	51.80
4	1219	82.58
4	4765	76.85
4	1199	72.58
4	4166	44.58
4	1732	72.41
4	21	58.42
4	2858	68.29
5	515	71.56
5	1	79.83
5	364	81.32
5	608	81.71
5	290	80.43
5	261	73.83
5	34	68.76
5	318	87.66
5	21	62.06
6	349	79.23
6	318	89.44
6	775	69.88
6	141	74.15
6	348	70.03
6	104	79.14
6	327	62.92
6	410	70.83
6	165	80.07
6	87	65.68
6	366	68.72
6	17	73.60
6	1084	81.38
6	222	77.15
6	16	68.95
6	416	55.62
6	277	74.21
6	460	66.28
6	867	17.73
6	316	75.81
7	8528	62.22
7	3623	49.50
7	8636	67.72
7	8360	70.27
7	1517	65.86
7	466	55.82
7	8373	42.51
7	1220	77.66
7	7155	39.88
7	8808	39.88
7	6863	66.20
7	31878	72.99
7	1610	74.93
7	1219	80.15
7	4700	51.83
7	45668	49.60
7	8970	66.15
7	27741	73.51
7	6333	65.81
7	8865	47.62
8	356	81.76
8	47	81.06
8	231	61.87
8	318	87.84
8	454	72.18
8	292	67.87
8	32	82.03
8	141	69.63
8	380	66.66
8	252	67.29
9	5451	57.04
9	923	88.74
9	5890	100.00
9	2901	59.70
9	922	91.89
9	6044	69.88
9	1987	69.88
9	5378	68.30
9	3735	73.74
9	5447	58.20
10	597	52.30
10	33679	63.92
10	8533	69.88
10	8969	62.34
10	72720	74.26
10	88810	74.34
10	136020	53.46
10	6377	63.79
10	5943	48.97
10	109374	68.48
10	113394	69.88
10	61250	43.40
10	82167	54.75
10	140110	61.63
10	5377	66.01
10	77841	69.88
10	6942	71.53
10	1028	66.24
10	72330	69.88
10	66203	57.20
11	733	78.41
11	1584	81.05
11	1210	91.28
11	170	64.02
11	1438	57.03
11	648	77.86
11	1918	62.58
11	493	80.75
11	10	73.16
11	457	86.81
11	1693	80.39
11	150	84.58
11	1923	81.49
12	2717	76.20
12	2100	76.93
12	838	93.82
12	2072	73.11
12	1876	77.45
12	2581	77.84
12	6942	95.23
13	3717	71.50
13	3624	70.90
13	3798	67.94
13	2174	77.83
13	47	87.71
13	3893	78.14
13	305	60.89
14	344	55.34
14	477	71.68
14	110	76.16
14	540	55.56
14	597	65.15
14	153	59.07
14	592	64.46
14	4	49.55
14	539	65.83
14	105	67.92
15	91529	58.18
15	7438	65.61
15	111759	59.78
15	2329	80.97
15	1	78.19
15	1909	77.19
15	1240	85.04
15	115713	64.82
15	1200	80.14
15	293	77.51
15	2571	78.05
15	3949	69.79
15	120466	61.35
15	1198	86.05
15	2028	89.06
15	2011	72.86
15	158	46.88
15	160980	54.55
15	4306	71.42
15	4022	70.87
16	1230	68.31
16	78499	74.53
16	913	78.59
16	1136	73.28
16	1299	74.73
16	1617	72.68
16	1203	73.35
16	3429	80.93
16	2858	67.50
16	608	71.74
16	3683	75.61
16	4002	63.90
16	1199	76.27
16	912	75.29
16	2707	53.91
16	5782	68.93
16	1260	67.97
16	319	63.32
16	27773	74.85
16	2109	56.84
17	260	91.65
17	64839	78.10
17	296	92.27
17	5952	88.23
17	527	92.71
17	1193	89.41
17	3681	84.05
17	1240	84.56
17	2717	65.39
17	2858	89.01
17	1093	74.64
17	81932	77.39
17	5618	89.44
17	50	91.19
17	5971	83.71
17	2959	92.11
17	1201	85.23
17	541	88.48
17	82459	76.83
17	1	87.44
18	8117	69.88
18	65596	69.88
18	88094	69.88
18	145283	69.88
18	157110	69.88
18	166015	69.88
18	171023	69.88
18	103253	67.57
18	60684	79.26
18	44199	76.26
18	2	63.03
18	86628	77.94
18	59784	70.43
18	2918	75.54
18	109374	76.70
18	4226	82.76
18	53129	89.58
18	139385	77.23
18	47	80.57
18	1291	81.61
19	3692	69.88
19	3662	51.01
19	54	35.90
19	2733	27.99
19	1702	42.01
19	1240	74.69
19	1270	74.31
19	3712	52.75
19	1881	47.43
19	216	55.52
19	3	49.25
19	1834	65.42
19	2184	58.01
19	3017	54.56
19	2044	32.75
19	2354	46.17
19	2005	63.10
19	3146	39.32
19	3387	48.29
19	2694	52.01
20	1566	77.99
20	5419	60.23
20	4014	75.90
20	2140	78.44
20	586	75.16
20	661	79.17
20	3189	77.88
20	5014	85.12
