1	260	89.59
1	1927	85.62
1	804	74.40
1	3	63.53
1	1009	21.95
1	2406	100.00
1	1587	69.92
1	3671	78.63
1	2617	59.17
1	3053	54.24
1	2571	83.44
1	1222	94.39
1	2137	47.04
1	1377	77.84
1	2395	86.27
1	2761	70.29
1	2641	74.21
1	2872	58.48
1	1258	82.77
1	2700	75.75
2	333	76.49
2	122882	72.45
2	71535	67.29
2	46970	56.25
2	58559	74.45
2	80489	70.88
3	5764	45.83
3	647	69.73
3	6835	45.83
3	5919	65.89
3	2851	62.45
3	2288	70.03
3	5048	69.23
3	4518	51.46
4	106	69.87
4	1291	73.36
4	3408	28.39
4	265	65.38
4	52	93.98
4	4347	69.56
4	2467	0.00
4	908	91.07
4	345	62.69
4	1304	98.08
4	1923	54.21
4	2959	61.81
4	368	79.13
4	1219	68.67
4	4765	68.32
4	1199	45.49
4	4166	38.66
4	1732	85.32
4	21	42.85
4	2858	68.91
5	515	66.03
5	1	78.90
5	364	79.31
5	608	77.13
5	290	100.00
5	261	64.80
5	34	66.63
5	318	88.83
5	21	84.24
6	349	82.41
6	318	95.42
6	775	69.36
6	141	92.85
6	348	82.59
6	104	89.35
6	327	80.64
6	410	64.79
6	165	75.73
6	87	56.18
6	366	10.55
6	17	71.73
6	1084	87.22
6	222	0.00
6	16	81.73
6	416	32.37
6	277	70.13
6	460	69.64
6	867	11.57
6	316	77.95
7	8528	89.44
7	3623	40.42
7	8636	71.80
7	8360	72.19
7	1517	60.47
7	466	55.17
7	8373	0.00
7	1220	93.16
7	7155	32.63
7	8808	64.49
7	6863	77.24
7	31878	71.55
7	1610	92.46
7	1219	84.26
7	4700	48.19
7	45668	0.00
7	8970	52.97
7	27741	67.38
7	6333	76.59
7	8865	12.00
8	356	80.66
8	47	79.04
8	231	61.09
8	318	84.86
8	454	80.06
8	292	67.94
8	32	78.66
8	141	57.29
8	380	71.72
8	252	67.24
9	5451	51.13
9	923	71.03
9	5890	70.71
9	2901	20.00
9	922	82.89
9	6044	70.71
9	1987	70.71
9	5378	54.61
9	3735	0.00
9	5447	51.24
10	597	78.50
10	33679	47.33
10	8533	45.73
10	8969	67.13
10	72720	70.27
10	88810	76.54
10	136020	68.32
10	6377	63.65
10	5943	62.87
10	109374	52.20
10	113394	67.19
10	61250	73.70
10	82167	63.47
10	140110	76.35
10	5377	44.54
10	77841	67.19
10	6942	54.15
10	1028	71.28
10	72330	67.19
10	66203	23.66
11	733	83.46
11	1584	89.03
11	1210	76.97
11	170	46.64
11	1438	63.85
11	648	83.67
11	1918	53.89
11	493	69.02
11	10	71.23
11	457	88.54
11	1693	56.09
11	150	75.85
11	1923	68.73
12	2717	54.57
12	2100	57.11
12	838	70.79
12	2072	28.63
12	1876	48.42
12	2581	60.50
12	6942	69.99
13	3717	73.05
13	3624	77.36
13	3798	53.45
13	2174	67.97
13	47	74.05
13	3893	59.47
13	305	58.76
14	344	55.18
14	477	59.04
14	110	74.49
14	540	0.00
14	597	77.76
14	153	57.84
14	592	64.23
14	4	40.99
14	539	67.59
14	105	53.50
15	91529	56.04
15	7438	57.62
15	111759	55.41
15	2329	86.58
15	1	76.82
15	1909	64.57
15	1240	77.12
15	115713	97.51
15	1200	87.82
15	293	84.41
15	2571	87.87
15	3949	72.99
15	120466	54.77
15	1198	91.46
15	2028	86.89
15	2011	98.08
15	158	43.43
15	160980	56.71
15	4306	86.33
15	4022	80.32
16	1230	68.57
16	78499	78.43
16	913	76.54
16	1136	69.92
16	1299	74.42
16	1617	69.70
16	1203	76.99
16	3429	71.31
16	2858	66.19
16	608	70.64
16	3683	66.90
16	4002	79.84
16	1199	74.72
16	912	73.35
16	2707	75.58
16	5782	63.25
16	1260	100.00
16	319	61.69
16	27773	69.12
16	2109	45.07
17	260	100.00
17	64839	59.95
17	296	95.69
17	5952	91.84
17	527	93.93
17	1193	81.26
17	3681	100.00
17	1240	89.72
17	2717	56.86
17	2858	87.83
17	1093	72.54
17	81932	71.01
17	5618	86.58
17	50	82.66
17	5971	85.47
17	2959	87.58
17	1201	100.00
17	541	81.75
17	82459	71.07
17	1	85.57
18	8117	74.94
18	65596	74.94
18	88094	74.94
18	145283	74.94
18	157110	74.94
18	166015	74.94
18	171023	74.94
18	103253	0.00
18	60684	79.42
18	44199	87.24
18	2	73.21
18	86628	69.23
18	59784	80.63
18	2918	84.00
18	109374	85.40
18	4226	94.10
18	53129	97.48
18	139385	88.54
18	47	89.58
18	1291	82.22
19	3692	51.83
19	3662	51.73
19	54	90.86
19	2733	39.41
19	1702	0.00
19	1240	78.37
19	1270	87.55
19	3712	50.52
19	1881	57.95
19	216	42.91
19	3	65.73
19	1834	74.42
19	2184	96.60
19	3017	64.96
19	2044	33.68
19	2354	52.64
19	2005	60.83
19	3146	0.00
19	3387	55.66
