1	260	100.00
1	1927	97.21
1	804	78.29
1	3	84.71
1	1009	78.38
1	2406	88.87
1	1587	82.60
1	3671	96.34
1	2617	84.36
1	3053	97.39
1	2571	100.00
1	1222	100.00
1	2137	90.42
1	1377	80.72
1	2395	84.89
1	2761	99.18
1	2641	85.05
1	2872	91.93
1	1258	100.00
1	2700	97.43
2	333	80.11
2	122882	77.83
2	71535	81.27
2	46970	71.50
2	58559	85.46
2	80489	83.82
3	5764	45.83
3	647	46.95
3	6835	45.83
3	5919	47.42
3	2851	35.39
3	2288	53.52
3	5048	27.72
3	4518	45.81
4	106	69.87
4	1291	77.67
4	3408	68.69
4	265	73.35
4	52	72.71
4	4347	80.20
4	2467	78.51
4	908	83.70
4	345	68.83
4	1304	81.62
4	1923	74.71
4	2959	88.33
4	368	72.99
4	1219	83.89
4	4765	81.86
4	1199	86.82
4	4166	41.70
4	1732	83.41
4	21	74.77
4	2858	90.46
5	515	74.04
5	1	76.39
5	364	77.09
5	608	86.18
5	290	75.92
5	261	77.37
5	34	77.00
5	318	89.51
5	21	67.52
6	349	67.01
6	318	92.69
6	775	69.36
6	141	72.21
6	348	67.25
6	104	68.65
6	327	58.17
6	410	58.73
6	165	73.24
6	87	64.09
6	366	61.44
6	17	75.19
6	1084	75.27
6	222	70.07
6	16	81.32
6	416	48.08
6	277	64.63
6	460	64.24
6	867	26.46
6	316	68.58
7	8528	71.07
7	3623	48.35
7	8636	66.35
7	8360	69.49
7	1517	59.83
7	466	57.03
7	8373	45.16
7	1220	75.51
7	7155	46.28
7	8808	55.66
7	6863	63.18
7	31878	68.26
7	1610	70.52
7	1219	73.96
7	4700	58.86
7	45668	59.24
7	8970	71.08
7	27741	72.60
7	6333	70.09
7	8865	47.78
8	356	81.96
8	47	80.98
8	231	56.24
8	318	93.47
8	454	76.27
8	292	69.46
8	32	80.99
8	141	74.82
8	380	69.19
8	252	72.35
9	5451	62.84
9	923	75.87
9	5890	70.71
9	2901	62.16
9	922	79.89
9	6044	70.71
9	1987	70.71
9	5378	56.27
9	3735	80.49
9	5447	62.70
10	597	73.53
10	33679	69.98
10	8533	70.93
10	8969	62.53
10	72720	69.75
10	88810	77.70
10	136020	59.75
10	6377	80.10
10	5943	53.91
10	109374	73.49
10	113394	67.19
10	61250	49.54
10	82167	55.01
10	140110	66.28
10	5377	72.17
10	77841	67.19
10	6942	77.39
10	1028	81.45
10	72330	67.19
10	66203	51.29
11	733	75.43
11	1584	78.40
11	1210	86.55
11	170	71.27
11	1438	61.96
11	648	78.56
11	1918	62.22
11	493	75.65
11	10	73.42
11	457	74.89
11	1693	64.38
11	150	81.82
11	1923	80.36
12	2717	70.73
12	2100	77.62
12	838	92.32
12	2072	86.92
12	1876	76.46
12	2581	84.12
12	6942	97.42
13	3717	68.74
13	3624	75.38
13	3798	71.93
13	2174	72.49
13	47	87.85
13	3893	72.13
13	305	54.22
14	344	54.46
14	477	68.33
14	110	86.34
14	540	51.02
14	597	68.33
14	153	67.34
14	592	63.71
14	4	46.24
14	539	70.42
14	105	65.58
15	91529	78.50
15	7438	68.45
15	111759	76.92
15	2329	79.71
15	1	75.31
15	1909	64.57
15	1240	74.70
15	115713	78.06
15	1200	74.12
15	293	77.96
15	2571	79.73
15	3949	73.44
15	120466	65.08
15	1198	79.17
15	2028	79.52
15	2011	75.58
15	158	51.56
15	160980	72.70
15	4306	71.60
15	4022	71.53
16	1230	83.23
16	78499	76.07
16	913	82.57
16	1136	79.03
16	1299	87.84
16	1617	80.14
16	1203	79.93
16	3429	88.88
16	2858	77.79
16	608	80.89
16	3683	87.50
16	4002	79.25
16	1199	86.28
16	912	82.97
16	2707	64.90
16	5782	74.19
16	1260	70.61
16	319	79.82
16	27773	83.83
16	2109	78.39
17	260	94.77
17	64839	90.31
17	296	98.58
17	5952	89.40
17	527	95.49
17	1193	94.63
17	3681	96.07
17	1240	89.94
17	2717	76.55
17	2858	85.91
17	1093	81.66
17	81932	88.02
17	5618	98.53
17	50	98.08
17	5971	88.48
17	2959	99.89
17	1201	97.62
17	541	89.52
17	82459	88.75
17	1	86.05
18	8117	74.94
18	65596	74.94
18	88094	74.94
18	145283	74.94
18	157110	74.94
18	166015	74.94
18	171023	74.94
18	103253	65.38
18	60684	82.28
18	44199	75.45
18	2	70.66
18	86628	72.24
18	59784	76.20
18	2918	79.19
18	109374	84.29
18	4226	89.88
18	53129	93.58
18	139385	78.79
18	47	90.79
18	1291	89.62
19	3692	51.83
19	3662	42.46
19	54	62.47
19	2733	36.89
19	1702	40.09
19	1240	63.72
19	1270	62.53
19	3712	43.82
19	1881	47.27
19	216	52.34
19	3	46.70
19	1834	57.79
19	2184	43.09
19	3017	52.15
19	2044	23.82
19	2354	37.43
19	2005	59.50
19	3146	37.17
19	3387	52.03
19	2694	43.49
20	1566	71.72
20	5419	65.28
20	4014	74.49
20	2140	76.09
20	586	66.00
20	661	74.67
20	3189	75.12
20	5014	78.99
20	1333	77.42
20	4161	67.80
20	3784	68.23
20	1030	63.78
20	5313	51.93
20	2804	78.17
20	2054	57.84
20	34	79.12
20	1097	82.95
20	6358	71.92
20	4519	63.72
20	1722	61.47
21	107013	65.03
21	117922	65.03
21	140301	65.03
21	57640	73.92
21	2985	65.00
21	2990	65.97
21	2717	59.27
21	5418	73.11
21	31433	53.60
21	112175	72.36
21	7153	83.29
21	30793	55.36
21	4446	63.85
21	52973	68.35
21	45186	66.61
21	2023	64.52
21	79185	66.83
21	1721	56.14
21	102125	68.86
